latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.8673,-115.6236,344.0,1.3,1.1,2009-01-10,2115,Aqua,MODIS,93,6.2,299.4,67.2,D,0
32.7321,-115.4775,404.1,1.3,1.1,2009-01-10,2115,Aqua,MODIS,100,6.2,305.9,405.7,D,0
32.7305,-115.4913,370.9,1.3,1.1,2009-01-10,2115,Aqua,MODIS,100,6.2,302.0,169.2,D,0
39.0076,-121.955,349.4,1.3,1.1,2009-01-12,1922,Terra,MODIS,96,6.2,294.2,91.1,D,0
32.7133,-115.4083,369.2,1.0,1.0,2009-01-12,2102,Aqua,MODIS,100,6.2,304.1,111.5,D,0
32.7043,-115.4066,353.2,1.0,1.0,2009-01-12,2102,Aqua,MODIS,97,6.2,301.8,66.4,D,0
33.1238,-115.4912,343.4,2.6,1.5,2009-01-15,2133,Aqua,MODIS,92,6.2,301.5,180.3,D,0
38.9958,-121.9678,343.2,1.1,1.0,2009-01-19,2111,Aqua,MODIS,93,6.2,295.0,53.8,D,0
35.0384,-120.0891,368.6,2.8,1.6,2009-01-20,2152,Aqua,MODIS,94,6.2,295.9,467.7,D,0
35.0362,-120.1187,341.5,2.7,1.6,2009-01-20,2152,Aqua,MODIS,92,6.2,299.1,178.1,D,0
35.0406,-120.0949,374.3,2.8,1.6,2009-01-20,2152,Aqua,MODIS,100,6.2,297.8,550.7,D,0
35.0117,-120.06,347.0,2.8,1.6,2009-01-20,2152,Aqua,MODIS,94,6.2,294.4,230.7,D,0
35.0078,-120.1145,371.9,2.7,1.6,2009-01-20,2152,Aqua,MODIS,100,6.2,300.6,512.7,D,0
35.0239,-120.0904,410.1,2.8,1.6,2009-01-20,2152,Aqua,MODIS,94,6.2,303.8,1369.5,D,0
35.0138,-120.0656,385.6,2.8,1.6,2009-01-20,2152,Aqua,MODIS,100,6.2,296.1,754.5,D,0
35.012,-120.0933,480.1,2.8,1.6,2009-01-20,2152,Aqua,MODIS,100,6.2,327.0,5151.2,D,0
35.0097,-120.0889,463.6,2.8,1.6,2009-01-20,2152,Aqua,MODIS,100,6.2,320.0,3928.8,D,0
35.0262,-120.0945,345.2,2.8,1.6,2009-01-20,2152,Aqua,MODIS,94,6.2,297.8,208.8,D,0
35.0221,-120.116,348.8,2.7,1.6,2009-01-20,2152,Aqua,MODIS,95,6.2,297.2,234.7,D,0
39.291,-122.2348,346.1,2.2,1.5,2009-01-20,2154,Aqua,MODIS,94,6.2,298.0,168.8,D,0
34.4723,-115.5126,343.4,1.0,1.0,2009-01-27,1840,Terra,MODIS,93,6.2,294.3,48.4,D,0
41.6792,-121.2333,343.9,1.3,1.1,2009-01-28,1921,Terra,MODIS,93,6.2,275.4,75.0,D,0
35.1063,-119.1498,371.6,1.1,1.0,2009-01-28,2103,Aqua,MODIS,100,6.2,288.6,135.9,D,0
35.1082,-119.1381,366.0,1.1,1.0,2009-01-28,2103,Aqua,MODIS,100,6.2,288.2,115.1,D,0
39.6611,-122.869,349.4,1.2,1.1,2009-01-31,2135,Aqua,MODIS,96,6.2,286.5,78.1,D,0
32.9837,-115.4748,350.8,1.6,1.3,2009-02-02,2121,Aqua,MODIS,95,6.2,305.2,117.7,D,0
39.2996,-122.2347,349.2,1.0,1.0,2009-02-02,2123,Aqua,MODIS,96,6.2,301.3,57.1,D,0
32.9409,-115.4911,353.0,1.0,1.0,2009-02-06,2057,Aqua,MODIS,97,6.2,303.9,64.7,D,0
34.4795,-115.5148,342.6,1.0,1.0,2009-02-12,1840,Terra,MODIS,93,6.2,292.0,47.1,D,0
41.1643,-124.0681,374.7,1.1,1.1,2009-02-20,1927,Terra,MODIS,100,6.2,291.7,165.7,D,0
35.4614,-119.105,342.6,1.0,1.0,2009-02-20,2110,Aqua,MODIS,93,6.2,273.7,49.5,D,0
37.1895,-118.2866,341.8,1.3,1.1,2009-02-24,1904,Terra,MODIS,93,6.2,295.6,61.3,D,0
37.179,-118.2939,338.8,1.5,1.2,2009-02-24,2046,Aqua,MODIS,91,6.2,300.0,67.7,D,0
36.7684,-119.3842,343.9,1.0,1.0,2009-02-26,1852,Terra,MODIS,93,6.2,290.0,49.6,D,0
32.7582,-115.5338,321.4,1.2,1.1,2009-03-14,932,Aqua,MODIS,100,6.2,282.8,28.5,N,0
36.5316,-119.6362,341.4,1.0,1.0,2009-03-15,2117,Aqua,MODIS,91,6.2,304.6,36.3,D,0
35.6681,-120.8864,348.9,1.0,1.0,2009-03-15,2117,Aqua,MODIS,95,6.2,295.6,58.3,D,0
33.1324,-115.3959,362.6,1.0,1.0,2009-03-17,2104,Aqua,MODIS,100,6.2,315.3,85.0,D,0
