latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.8773,-115.6789,345.2,1.1,1.1,2005-02-04,2043,Aqua,MODIS,93,6.2,301.5,55.8,D,0
41.0898,-123.9679,338.5,1.8,1.3,2005-02-10,2147,Aqua,MODIS,91,6.2,288.4,102.6,D,0
41.8906,-121.4247,386.8,1.1,1.0,2005-03-15,1913,Terra,MODIS,100,6.2,303.5,200.4,D,0
41.8814,-121.4275,348.3,1.1,1.0,2005-03-15,1913,Terra,MODIS,95,6.2,299.6,61.1,D,0
41.904,-121.4475,344.4,1.1,1.0,2005-03-15,1913,Terra,MODIS,94,6.2,296.0,52.4,D,0
41.9132,-121.4448,340.7,1.1,1.0,2005-03-15,1913,Terra,MODIS,92,6.2,295.1,45.4,D,0
41.8927,-121.4375,349.5,1.1,1.0,2005-03-15,1913,Terra,MODIS,96,6.2,299.4,64.2,D,0
39.3601,-121.7293,337.8,1.4,1.2,2005-03-15,2051,Aqua,MODIS,91,6.2,297.6,60.8,D,0
39.3569,-121.7456,362.5,1.4,1.2,2005-03-15,2051,Aqua,MODIS,100,6.2,301.5,152.8,D,0
39.3048,-122.2443,357.9,1.0,1.0,2005-03-17,1902,Terra,MODIS,99,6.2,279.3,81.8,D,0
41.899,-121.4285,352.7,2.6,1.6,2005-03-18,1944,Terra,MODIS,97,6.2,292.8,265.0,D,0
33.23,-115.51,349.5,1.0,1.0,2005-03-30,1833,Terra,MODIS,95,6.2,309.0,51.8,D,0
39.5445,-122.1273,340.0,1.1,1.0,2005-03-31,1914,Terra,MODIS,92,6.2,298.0,43.8,D,0
39.5133,-122.1208,341.5,1.0,1.0,2005-04-05,2110,Aqua,MODIS,92,6.2,300.7,38.6,D,0
39.5698,-122.1178,344.2,1.0,1.0,2005-04-05,2110,Aqua,MODIS,94,6.2,298.8,43.9,D,0
39.275,-122.2282,376.6,1.0,1.0,2005-04-05,2110,Aqua,MODIS,100,6.2,300.7,134.5,D,0
33.6933,-114.4994,344.0,2.4,1.5,2005-04-08,859,Aqua,MODIS,100,6.2,288.3,190.1,N,0
33.6863,-114.5076,339.6,2.4,1.5,2005-04-08,859,Aqua,MODIS,100,6.2,286.8,160.9,N,0
