latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
41.1069,-123.9215,358.1,1.0,1.0,2023-02-09,2128,Aqua,MODIS,99,61.03,288.2,83.2,D,0
41.1051,-123.9331,353.2,1.0,1.0,2023-02-09,2128,Aqua,MODIS,97,61.03,288.6,71.5,D,0
37.0864,-119.3738,353.8,1.0,1.0,2023-02-18,2115,Aqua,MODIS,97,61.03,290.7,67.9,D,0
40.8795,-123.9065,337.9,1.5,1.2,2023-02-20,1831,Terra,MODIS,91,61.03,278.9,79.8,D,0
40.9319,-123.8815,342.3,1.5,1.2,2023-02-20,1831,Terra,MODIS,93,61.03,276.5,90.4,D,0
39.3364,-121.6263,339.1,1.1,1.1,2023-03-26,1852,Terra,MODIS,91,61.03,290.2,48.5,D,0
38.171,-121.5694,357.2,1.2,1.1,2023-03-26,1852,Terra,MODIS,99,61.03,291.9,97.8,D,0
38.1639,-121.5848,350.5,1.2,1.1,2023-03-26,1852,Terra,MODIS,96,61.03,290.5,77.5,D,0
38.1616,-121.572,382.1,1.2,1.1,2023-03-26,1852,Terra,MODIS,100,61.03,292.2,200.6,D,0
38.9111,-121.9883,340.1,1.2,1.1,2023-04-04,1828,Terra,MODIS,92,61.03,290.1,57.5,D,0
37.3718,-118.3836,342.3,1.7,1.3,2023-04-06,2138,Aqua,MODIS,91,61.03,303.2,83.9,D,2
37.3813,-118.404,345.8,1.7,1.3,2023-04-06,2138,Aqua,MODIS,93,61.03,300.7,96.6,D,2
37.3832,-118.3853,350.0,1.7,1.3,2023-04-06,2138,Aqua,MODIS,95,61.03,299.3,115.4,D,0
33.3047,-116.3438,343.1,1.0,1.0,2023-04-10,538,Terra,MODIS,100,61.03,293.1,53.3,N,0
39.1127,-122.2575,339.4,1.3,1.1,2023-04-12,1901,Terra,MODIS,91,61.03,294.7,60.7,D,0
39.1202,-122.2492,350.6,1.3,1.1,2023-04-12,1901,Terra,MODIS,96,61.03,296.9,94.1,D,0
33.5953,-116.2227,351.2,1.8,1.3,2023-04-14,506,Terra,MODIS,100,61.03,287.3,162.1,N,0
39.1208,-122.2483,349.9,1.0,1.0,2023-04-14,1845,Terra,MODIS,96,61.03,296.1,59.4,D,0
41.8712,-121.3695,339.6,2.9,1.6,2023-04-15,1925,Terra,MODIS,92,61.03,302.8,169.8,D,0
39.1615,-121.7362,340.4,1.0,1.0,2023-04-15,2126,Aqua,MODIS,91,61.03,305.8,34.7,D,2
36.4329,-116.4784,351.0,1.0,1.0,2023-04-17,2111,Aqua,MODIS,95,61.03,297.5,56.8,D,0
38.5119,-121.975,338.6,1.2,1.1,2023-04-19,1853,Terra,MODIS,91,61.03,295.9,44.6,D,0
39.8025,-122.1763,347.5,1.3,1.2,2023-04-24,1901,Terra,MODIS,95,61.03,301.1,79.8,D,0
39.6934,-122.0006,340.8,1.0,1.0,2023-04-26,1845,Terra,MODIS,91,61.03,306.4,36.9,D,0
34.2947,-117.5658,367.7,1.9,1.3,2023-04-26,1846,Terra,MODIS,100,61.03,304.2,268.6,D,0
34.2864,-117.573,400.2,1.4,1.2,2023-04-26,2056,Aqua,MODIS,100,61.03,315.1,411.2,D,0
39.3306,-121.7557,403.2,1.0,1.0,2023-04-29,2126,Aqua,MODIS,100,61.03,328.1,255.0,D,0
39.3289,-121.767,350.9,1.0,1.0,2023-04-29,2126,Aqua,MODIS,95,61.03,317.0,46.0,D,0
39.3394,-121.7578,351.9,1.0,1.0,2023-04-29,2126,Aqua,MODIS,96,61.03,318.4,47.4,D,0
38.5615,-121.9682,345.9,1.1,1.1,2023-05-10,1829,Terra,MODIS,94,61.03,304.6,56.7,D,0
39.513,-121.9738,385.8,1.2,1.1,2023-05-10,1829,Terra,MODIS,94,61.03,302.0,220.0,D,0
39.867,-121.9701,343.1,1.9,1.4,2023-05-10,2058,Aqua,MODIS,93,61.03,303.1,109.2,D,0
38.641,-120.5138,325.9,1.1,1.1,2023-05-11,532,Terra,MODIS,100,61.03,279.2,33.5,N,0
39.3952,-122.0042,342.2,1.1,1.1,2023-05-11,2140,Aqua,MODIS,91,61.03,304.0,46.0,D,2
40.0733,-122.747,341.8,1.1,1.0,2023-05-11,2140,Aqua,MODIS,91,61.03,295.1,48.0,D,0
40.0755,-122.745,340.9,2.2,1.4,2023-05-12,1812,Terra,MODIS,91,61.03,297.9,127.9,D,0
37.7719,-120.0723,350.6,1.4,1.2,2023-05-12,1813,Terra,MODIS,95,61.03,299.4,96.6,D,0
37.5335,-119.6325,349.9,1.3,1.2,2023-05-12,1813,Terra,MODIS,95,61.03,300.5,89.2,D,0
40.0086,-120.9862,354.7,1.0,1.0,2023-05-15,1837,Terra,MODIS,97,61.03,300.6,66.1,D,0
33.5704,-116.0976,380.3,1.0,1.0,2023-05-15,2110,Aqua,MODIS,100,61.03,324.7,129.9,D,0
33.5689,-116.1082,350.1,1.0,1.0,2023-05-15,2110,Aqua,MODIS,93,61.03,320.8,37.5,D,0
40.0059,-120.9821,343.5,1.1,1.1,2023-05-15,2112,Aqua,MODIS,91,61.03,301.5,52.1,D,0
32.8669,-116.4442,357.3,1.4,1.2,2023-05-24,2056,Aqua,MODIS,98,61.03,304.4,114.4,D,0
32.8642,-116.4587,350.8,1.4,1.2,2023-05-24,2056,Aqua,MODIS,94,61.03,306.3,90.4,D,0
38.9726,-121.5051,353.5,1.2,1.1,2023-05-25,1853,Terra,MODIS,97,61.03,296.9,86.8,D,0
38.969,-121.4981,346.1,1.2,1.1,2023-05-25,1853,Terra,MODIS,94,61.03,297.6,66.2,D,0
38.1952,-120.0289,343.6,1.0,1.0,2023-05-27,1837,Terra,MODIS,92,61.03,295.0,48.4,D,0
36.2272,-119.9136,401.1,1.0,1.0,2023-05-27,2124,Aqua,MODIS,100,61.03,323.3,243.3,D,0
36.2288,-119.9026,358.4,1.0,1.0,2023-05-27,2124,Aqua,MODIS,93,61.03,310.0,66.0,D,0
38.194,-120.0323,361.5,1.0,1.0,2023-05-27,2125,Aqua,MODIS,100,61.03,298.8,86.0,D,0
34.6059,-120.5079,325.8,1.4,1.2,2023-05-31,603,Terra,MODIS,100,61.03,281.5,46.2,N,0
34.5954,-120.507,327.2,1.4,1.2,2023-05-31,603,Terra,MODIS,100,61.03,282.3,49.0,N,0
37.5098,-119.6054,324.3,1.1,1.0,2023-06-02,547,Terra,MODIS,100,61.03,282.4,28.6,N,0
32.8361,-115.4354,343.9,1.2,1.1,2023-06-02,940,Aqua,MODIS,100,61.03,291.7,65.3,N,0
38.2084,-120.0143,353.6,1.0,1.0,2023-06-03,1828,Terra,MODIS,96,61.03,301.0,63.9,D,0
38.2146,-120.0229,356.5,1.0,1.0,2023-06-03,2124,Aqua,MODIS,98,61.03,303.8,70.6,D,0
38.1953,-120.0302,347.9,1.0,1.0,2023-06-03,2124,Aqua,MODIS,93,61.03,309.1,48.9,D,0
38.2057,-120.021,392.8,1.0,1.0,2023-06-03,2124,Aqua,MODIS,100,61.03,310.4,205.5,D,0
38.2041,-120.0322,363.5,1.0,1.0,2023-06-03,2124,Aqua,MODIS,100,61.03,308.4,87.1,D,0
39.8243,-121.979,346.4,1.0,1.0,2023-06-08,1836,Terra,MODIS,94,61.03,302.3,48.5,D,0
39.8332,-121.9771,343.9,1.0,1.0,2023-06-08,1836,Terra,MODIS,92,61.03,301.7,42.3,D,0
37.411,-120.4952,355.0,2.0,1.4,2023-06-12,1804,Terra,MODIS,97,61.03,295.2,175.3,D,0
37.2137,-120.7993,361.1,1.1,1.1,2023-06-13,1844,Terra,MODIS,100,61.03,301.6,98.8,D,0
36.5434,-120.1748,351.9,1.6,1.2,2023-06-18,1852,Terra,MODIS,96,61.03,304.5,106.4,D,0
36.5543,-120.1715,356.2,1.6,1.2,2023-06-18,1852,Terra,MODIS,98,61.03,307.2,127.8,D,0
33.6242,-116.6693,366.6,1.0,1.0,2023-06-19,2108,Aqua,MODIS,100,61.03,296.0,102.8,D,0
39.6606,-121.8848,340.5,1.0,1.0,2023-06-20,1835,Terra,MODIS,91,61.03,309.5,36.9,D,0
39.6338,-122.0291,347.0,1.0,1.0,2023-06-20,1835,Terra,MODIS,94,61.03,300.8,50.7,D,0
37.0083,-120.2063,351.3,1.0,1.0,2023-06-20,1836,Terra,MODIS,96,61.03,301.7,60.3,D,0
37.0065,-120.195,346.0,1.0,1.0,2023-06-20,1836,Terra,MODIS,93,61.03,302.6,48.6,D,0
34.554,-117.3012,327.4,1.0,1.0,2023-06-21,538,Terra,MODIS,100,61.03,289.1,28.5,N,2
33.6064,-116.6485,361.5,1.5,1.2,2023-06-21,2054,Aqua,MODIS,100,61.03,305.9,147.7,D,0
33.6143,-116.6662,361.7,1.5,1.2,2023-06-21,2054,Aqua,MODIS,100,61.03,304.7,150.8,D,0
38.1713,-120.034,350.9,1.9,1.4,2023-06-21,2055,Aqua,MODIS,95,61.03,295.0,162.9,D,0
37.718,-118.873,361.8,1.0,1.0,2023-06-22,1819,Terra,MODIS,100,61.03,312.4,83.1,D,0
33.6213,-116.6463,347.4,1.1,1.0,2023-06-22,1820,Terra,MODIS,93,61.03,302.9,53.0,D,0
36.2453,-119.4328,377.3,1.1,1.0,2023-06-22,1820,Terra,MODIS,100,61.03,309.6,140.2,D,0
39.6431,-122.1976,346.6,1.4,1.2,2023-06-23,1900,Terra,MODIS,94,61.03,299.9,79.3,D,0
37.7105,-118.8715,343.4,1.4,1.2,2023-06-25,1843,Terra,MODIS,91,61.03,307.5,65.4,D,0
39.8855,-120.721,344.1,1.1,1.0,2023-06-25,1843,Terra,MODIS,91,61.03,298.8,51.0,D,0
37.7134,-118.8869,363.9,1.4,1.2,2023-06-25,1843,Terra,MODIS,100,61.03,306.4,143.7,D,0
37.7067,-118.8956,370.9,1.4,1.2,2023-06-25,1843,Terra,MODIS,100,61.03,308.2,177.9,D,0
37.7039,-118.8802,388.6,1.4,1.2,2023-06-25,1843,Terra,MODIS,100,61.03,312.3,293.2,D,0
40.0121,-120.9944,346.6,1.1,1.0,2023-06-27,1827,Terra,MODIS,92,61.03,300.4,55.0,D,0
33.6153,-116.6396,358.1,1.3,1.1,2023-06-27,1828,Terra,MODIS,98,61.03,307.8,106.1,D,0
33.7805,-117.332,347.9,2.4,1.5,2023-06-27,2149,Aqua,MODIS,91,61.03,309.4,152.4,D,0
32.8123,-114.4916,348.4,1.1,1.1,2023-06-30,512,Terra,MODIS,100,61.03,303.1,65.2,N,0
32.8216,-114.4938,383.3,1.1,1.1,2023-06-30,512,Terra,MODIS,100,61.03,304.7,192.0,N,0
32.8327,-114.4843,375.6,1.1,1.1,2023-06-30,512,Terra,MODIS,100,61.03,308.5,155.0,N,0
32.8308,-114.4959,400.6,1.1,1.1,2023-06-30,512,Terra,MODIS,100,61.03,315.5,297.6,N,0
32.8419,-114.4864,354.3,1.1,1.1,2023-06-30,512,Terra,MODIS,100,61.03,301.9,80.2,N,0
32.8401,-114.4979,354.0,1.1,1.1,2023-06-30,512,Terra,MODIS,100,61.03,304.4,79.1,N,0
32.8407,-114.4904,340.5,1.2,1.1,2023-06-30,937,Aqua,MODIS,100,61.03,303.7,53.0,N,0
32.8584,-114.4749,318.0,1.2,1.1,2023-06-30,937,Aqua,MODIS,96,61.03,298.8,17.9,N,0
32.8503,-114.4889,423.5,1.2,1.1,2023-06-30,937,Aqua,MODIS,100,61.03,318.8,537.0,N,0
32.8392,-114.4781,326.2,1.2,1.1,2023-06-30,937,Aqua,MODIS,100,61.03,298.6,27.7,N,0
32.8311,-114.4921,316.0,1.2,1.1,2023-06-30,937,Aqua,MODIS,92,61.03,298.5,15.2,N,0
32.8488,-114.4765,405.4,1.2,1.1,2023-06-30,937,Aqua,MODIS,100,61.03,316.5,360.6,N,0
39.8287,-121.9828,345.9,1.1,1.1,2023-06-30,1851,Terra,MODIS,92,61.03,313.4,49.6,D,0
32.8562,-114.4966,362.0,4.5,2.0,2023-06-30,1852,Terra,MODIS,100,61.03,314.2,656.7,D,0
32.8421,-114.5001,359.7,2.0,1.4,2023-06-30,2038,Aqua,MODIS,99,61.03,319.8,177.7,D,0
35.6159,-118.9578,326.4,1.0,1.0,2023-07-03,1004,Aqua,MODIS,100,61.03,292.7,24.3,N,0
35.6249,-118.9559,344.9,1.0,1.0,2023-07-03,1004,Aqua,MODIS,100,61.03,296.8,53.5,N,0
35.6264,-118.9672,324.2,1.0,1.0,2023-07-03,1004,Aqua,MODIS,100,61.03,293.5,21.7,N,0
38.0521,-119.9289,357.1,1.8,1.3,2023-07-04,2149,Aqua,MODIS,98,61.03,304.2,159.9,D,0
33.6539,-114.5153,334.6,1.0,1.0,2023-07-05,520,Terra,MODIS,100,61.03,301.6,32.9,N,0
38.0537,-119.9326,329.3,1.3,1.1,2023-07-05,521,Terra,MODIS,100,61.03,288.4,45.4,N,0
39.0025,-121.4364,354.0,1.0,1.0,2023-07-07,1842,Terra,MODIS,97,61.03,305.4,66.3,D,0
38.0445,-119.9368,317.2,1.1,1.0,2023-07-08,545,Terra,MODIS,95,61.03,286.4,18.7,N,0
34.8847,-118.8933,322.5,1.1,1.0,2023-07-08,545,Terra,MODIS,100,61.03,291.7,22.6,N,0
36.4085,-119.9246,326.1,1.0,1.0,2023-07-08,545,Terra,MODIS,100,61.03,294.3,24.8,N,0
38.0385,-119.9406,348.2,1.0,1.0,2023-07-08,2121,Aqua,MODIS,93,61.03,304.3,49.7,D,0
35.4213,-119.4221,320.0,4.6,2.0,2023-07-09,448,Terra,MODIS,99,61.03,291.7,168.2,N,2
35.4221,-119.4297,318.5,4.6,2.0,2023-07-09,448,Terra,MODIS,97,61.03,291.6,155.6,N,2
39.7324,-122.0529,347.9,1.1,1.1,2023-07-12,1850,Terra,MODIS,94,61.03,309.5,57.2,D,0
36.7771,-120.4878,317.0,1.1,1.1,2023-07-13,553,Terra,MODIS,94,61.03,295.4,16.7,N,0
36.7866,-120.4896,333.5,1.1,1.1,2023-07-13,553,Terra,MODIS,100,61.03,296.8,40.2,N,0
33.3905,-117.4631,360.7,1.3,1.1,2023-07-13,2132,Aqua,MODIS,100,61.03,309.3,100.3,D,0
37.7809,-119.5617,357.7,1.1,1.1,2023-07-13,2134,Aqua,MODIS,98,61.03,310.6,81.6,D,0
39.7264,-122.0581,348.0,1.0,1.0,2023-07-13,2134,Aqua,MODIS,92,61.03,316.6,44.9,D,0
39.7252,-122.0457,347.5,1.0,1.0,2023-07-14,1833,Terra,MODIS,93,61.03,309.0,48.0,D,0
33.8937,-117.009,326.8,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,298.5,23.8,N,0
33.8744,-117.0163,338.8,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,298.4,41.5,N,0
33.873,-117.0273,327.2,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,297.5,24.6,N,0
33.8716,-117.0381,322.8,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,297.3,19.8,N,0
33.8702,-117.0489,323.8,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,296.9,21.7,N,0
33.9021,-117.017,322.6,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,296.7,19.9,N,0
33.9007,-117.0279,328.3,1.0,1.0,2023-07-15,536,Terra,MODIS,100,61.03,297.5,26.6,N,0
37.7775,-119.5626,336.2,1.0,1.0,2023-07-15,537,Terra,MODIS,100,61.03,293.0,37.3,N,0
37.7672,-119.5717,351.2,1.0,1.0,2023-07-15,537,Terra,MODIS,100,61.03,296.2,64.4,N,0
37.7688,-119.5606,327.0,1.0,1.0,2023-07-15,537,Terra,MODIS,100,61.03,292.8,24.3,N,0
37.776,-119.5737,331.2,1.0,1.0,2023-07-15,537,Terra,MODIS,100,61.03,291.9,30.1,N,0
37.7692,-119.568,327.3,1.0,1.0,2023-07-15,1016,Aqua,MODIS,100,61.03,292.0,26.4,N,0
37.7781,-119.5659,331.0,1.0,1.0,2023-07-15,1016,Aqua,MODIS,100,61.03,292.2,31.4,N,0
33.8739,-117.0234,338.1,1.3,1.1,2023-07-15,1017,Aqua,MODIS,100,61.03,295.5,60.8,N,0
33.8714,-117.0096,333.6,1.3,1.1,2023-07-15,1017,Aqua,MODIS,100,61.03,296.8,50.7,N,0
33.8791,-117.011,370.4,1.0,1.0,2023-07-15,2118,Aqua,MODIS,100,61.03,321.9,85.0,D,0
33.891,-116.9916,409.3,1.0,1.0,2023-07-15,2118,Aqua,MODIS,100,61.03,325.0,289.2,D,0
33.901,-116.9882,356.2,1.0,1.0,2023-07-15,2118,Aqua,MODIS,97,61.03,314.9,51.8,D,0
33.9098,-116.99,436.2,1.0,1.0,2023-07-15,2118,Aqua,MODIS,100,61.03,323.0,530.1,D,0
33.9083,-117.0007,393.5,1.0,1.0,2023-07-15,2118,Aqua,MODIS,100,61.03,325.3,193.3,D,0
33.9039,-117.0326,388.9,1.0,1.0,2023-07-15,2118,Aqua,MODIS,100,61.03,322.7,169.4,D,0
