latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
37.9218,-119.981,389.5,1.1,1.0,2020-01-06,1902,Terra,MODIS,100,6.03,291.1,214.7,D,0
37.9127,-119.9834,388.6,1.1,1.0,2020-01-06,1902,Terra,MODIS,100,6.03,290.1,209.2,D,0
37.9107,-119.9712,348.7,1.1,1.0,2020-01-06,1902,Terra,MODIS,95,6.03,286.6,65.1,D,0
37.9108,-119.9774,365.3,1.9,1.3,2020-01-06,2042,Aqua,MODIS,100,6.03,289.2,251.9,D,0
37.9065,-119.998,365.1,1.9,1.3,2020-01-06,2042,Aqua,MODIS,100,6.03,290.6,251.7,D,0
37.9288,-119.998,343.1,4.1,1.9,2020-01-07,1945,Terra,MODIS,93,6.03,286.2,390.2,D,0
37.9126,-120.0039,342.4,4.1,1.9,2020-01-07,1945,Terra,MODIS,93,6.03,285.5,378.6,D,0
37.9253,-120.0065,364.8,4.1,1.9,2020-01-07,1945,Terra,MODIS,100,6.03,287.7,783.9,D,0
37.9221,-120.0095,395.2,1.3,1.1,2020-01-07,2124,Aqua,MODIS,100,6.03,294.9,311.4,D,0
37.9206,-120.0235,410.3,1.3,1.1,2020-01-07,2124,Aqua,MODIS,100,6.03,302.9,443.0,D,0
37.9321,-120.0112,345.4,1.3,1.1,2020-01-07,2124,Aqua,MODIS,94,6.03,289.1,71.0,D,0
37.9305,-120.0254,358.4,1.3,1.1,2020-01-07,2124,Aqua,MODIS,99,6.03,289.8,111.6,D,0
35.5939,-120.3125,339.7,1.0,1.0,2020-01-08,1851,Terra,MODIS,92,6.03,283.0,45.5,D,0
34.7886,-118.5075,360.4,1.1,1.0,2020-01-11,2059,Aqua,MODIS,94,6.03,286.0,94.8,D,0
37.155,-120.6151,341.2,1.7,1.3,2020-01-13,2048,Aqua,MODIS,92,6.03,288.3,97.4,D,0
37.9829,-120.0248,372.5,1.5,1.2,2020-01-13,2048,Aqua,MODIS,100,6.03,286.7,235.4,D,0
37.9795,-120.0427,364.8,1.5,1.2,2020-01-13,2048,Aqua,MODIS,100,6.03,287.1,189.8,D,0
37.3343,-119.3864,353.6,2.2,1.4,2020-01-15,2035,Aqua,MODIS,97,6.03,274.8,234.0,D,0
36.0076,-119.0602,341.5,1.1,1.1,2020-01-16,2118,Aqua,MODIS,92,6.03,291.6,54.4,D,0
