latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
32.7631,-116.5468,370.2,1.0,1.0,2012-01-05,2058,Aqua,MODIS,100,6.2,293.0,115.8,D,0
39.11,-121.4774,344.5,1.3,1.1,2012-01-08,2131,Aqua,MODIS,94,6.2,282.9,75.3,D,0
39.4186,-122.2317,379.8,1.5,1.2,2012-01-12,1927,Terra,MODIS,100,6.2,294.9,278.4,D,0
38.8911,-121.7618,344.0,1.6,1.3,2012-01-12,1927,Terra,MODIS,93,6.2,290.4,102.4,D,0
33.1795,-115.5471,367.6,2.0,1.4,2012-01-17,2123,Aqua,MODIS,94,6.2,300.2,287.6,D,0
33.1829,-115.5548,361.2,2.0,1.4,2012-01-17,2123,Aqua,MODIS,94,6.2,301.7,237.2,D,0
38.6809,-120.3284,349.1,1.2,1.1,2012-01-17,2124,Aqua,MODIS,96,6.2,280.8,88.0,D,0
37.7679,-118.9934,379.9,1.4,1.2,2012-01-17,2124,Aqua,MODIS,100,6.2,294.6,257.1,D,0
37.7727,-118.9874,381.3,1.4,1.2,2012-01-17,2124,Aqua,MODIS,100,6.2,287.9,266.6,D,0
37.7711,-119.003,347.6,1.4,1.2,2012-01-17,2124,Aqua,MODIS,95,6.2,285.9,97.8,D,0
37.7623,-118.9855,339.5,1.4,1.2,2012-01-17,2124,Aqua,MODIS,91,6.2,283.6,75.0,D,0
38.8087,-121.7442,359.3,1.1,1.0,2012-01-17,2125,Aqua,MODIS,99,6.2,290.2,96.2,D,0
39.5275,-120.6623,350.7,1.2,1.1,2012-01-17,2125,Aqua,MODIS,96,6.2,278.0,93.2,D,0
39.3302,-121.7455,397.9,1.1,1.0,2012-01-17,2125,Aqua,MODIS,100,6.2,293.3,281.5,D,0
32.9767,-116.6013,452.0,1.1,1.1,2012-01-19,2111,Aqua,MODIS,100,6.2,317.2,901.0,D,0
32.9753,-116.6126,394.7,1.1,1.1,2012-01-19,2111,Aqua,MODIS,100,6.2,304.8,270.4,D,0
32.9766,-116.6101,379.6,1.0,1.0,2012-01-20,1839,Terra,MODIS,100,6.2,291.0,154.9,D,0
32.975,-116.5996,351.0,1.0,1.0,2012-01-20,1839,Terra,MODIS,96,6.2,288.1,66.5,D,0
37.9436,-120.0054,319.2,1.3,1.1,2012-01-28,548,Terra,MODIS,98,6.2,275.0,29.5,N,0
37.9444,-119.9999,319.1,1.3,1.1,2012-01-28,548,Terra,MODIS,98,6.2,275.0,29.8,N,0
36.3756,-120.1304,352.3,1.1,1.0,2012-02-01,1903,Terra,MODIS,97,6.2,294.8,71.4,D,0
32.8008,-116.5359,340.8,1.5,1.2,2012-02-01,2040,Aqua,MODIS,92,6.2,292.5,80.4,D,0
33.301,-117.3916,316.0,3.3,1.7,2012-02-10,516,Terra,MODIS,92,6.2,283.7,98.6,N,0
33.2929,-117.4264,321.2,3.3,1.7,2012-02-10,516,Terra,MODIS,100,6.2,284.4,126.0,N,0
33.0497,-115.476,348.5,2.5,1.5,2012-02-12,2022,Aqua,MODIS,95,6.2,297.2,213.4,D,0
32.7213,-115.4596,374.8,2.5,1.5,2012-02-12,2022,Aqua,MODIS,100,6.2,299.3,497.6,D,0
32.7282,-115.4691,363.1,2.5,1.5,2012-02-12,2022,Aqua,MODIS,100,6.2,299.4,353.5,D,0
33.1701,-115.4817,343.3,1.0,1.0,2012-02-15,2053,Aqua,MODIS,92,6.2,305.4,44.7,D,0
38.6404,-121.7249,340.4,1.2,1.1,2012-02-19,1850,Terra,MODIS,92,6.2,290.3,54.4,D,0
36.871,-118.223,371.9,1.0,1.0,2012-02-22,2100,Aqua,MODIS,100,6.2,297.3,121.8,D,0
38.2569,-121.7586,373.4,1.0,1.0,2012-02-27,2119,Aqua,MODIS,94,6.2,290.8,127.2,D,0
38.2553,-121.77,367.6,1.0,1.0,2012-02-27,2119,Aqua,MODIS,100,6.2,295.5,107.0,D,0
39.5921,-122.0371,351.6,1.0,1.0,2012-02-27,2119,Aqua,MODIS,97,6.2,297.5,63.3,D,0
39.5939,-122.0648,341.2,1.1,1.0,2012-03-05,2125,Aqua,MODIS,92,6.2,301.1,42.4,D,0
39.5924,-122.0774,338.5,1.1,1.0,2012-03-05,2125,Aqua,MODIS,91,6.2,301.3,37.3,D,0
39.5015,-122.0952,370.0,1.3,1.1,2012-03-09,1921,Terra,MODIS,100,6.2,301.2,154.9,D,0
38.1371,-121.601,366.8,1.3,1.1,2012-03-09,2100,Aqua,MODIS,94,6.2,306.2,138.8,D,0
33.6407,-117.4104,343.6,1.0,1.0,2012-03-15,1845,Terra,MODIS,92,6.2,297.1,49.0,D,0
32.8814,-114.4922,353.5,1.0,1.0,2012-03-16,547,Terra,MODIS,100,6.2,290.4,71.3,N,0
32.7482,-114.5932,329.5,1.2,1.1,2012-04-03,534,Terra,MODIS,100,6.2,288.9,39.4,N,0
33.381,-116.8289,355.1,1.1,1.0,2012-04-03,2053,Aqua,MODIS,97,6.2,298.5,78.2,D,0
33.4576,-117.4897,349.9,1.1,1.1,2012-04-19,2053,Aqua,MODIS,94,6.2,298.7,66.1,D,0
41.8132,-121.4142,395.1,1.2,1.1,2012-04-22,2126,Aqua,MODIS,100,6.2,323.5,276.4,D,0
41.8148,-121.3997,496.8,1.2,1.1,2012-04-22,2126,Aqua,MODIS,100,6.2,400.1,2021.0,D,0
41.8164,-121.3852,349.1,1.2,1.1,2012-04-22,2126,Aqua,MODIS,94,6.2,312.4,57.0,D,0
41.805,-121.3977,347.0,1.2,1.1,2012-04-22,2126,Aqua,MODIS,93,6.2,312.0,51.4,D,0
41.8975,-121.4182,350.3,2.7,1.6,2012-04-23,2031,Aqua,MODIS,95,6.2,305.1,224.1,D,0
35.2833,-119.2678,352.8,1.0,1.0,2012-05-03,2106,Aqua,MODIS,96,6.2,315.9,48.8,D,0
38.2897,-120.3508,349.1,1.0,1.0,2012-05-10,2113,Aqua,MODIS,94,6.2,303.2,56.2,D,0
36.5103,-119.3623,350.9,1.1,1.0,2012-05-12,2100,Aqua,MODIS,94,6.2,312.7,49.8,D,0
37.8356,-119.8766,362.1,1.1,1.0,2012-05-17,2119,Aqua,MODIS,100,6.2,304.2,99.4,D,0
37.8341,-119.8887,346.3,1.1,1.0,2012-05-17,2119,Aqua,MODIS,92,6.2,302.6,56.4,D,0
33.0262,-115.4731,419.6,1.1,1.0,2012-05-19,2105,Aqua,MODIS,100,6.2,326.6,433.9,D,0
39.3865,-121.7689,342.6,1.1,1.1,2012-05-21,1915,Terra,MODIS,92,6.2,301.6,48.8,D,0
33.1384,-115.5438,391.5,1.0,1.0,2012-05-21,2053,Aqua,MODIS,100,6.2,322.2,187.9,D,0
33.0417,-116.4774,328.3,3.7,1.8,2012-05-25,510,Terra,MODIS,100,6.2,289.5,192.9,N,0
33.0572,-116.483,325.5,3.7,1.8,2012-05-25,510,Terra,MODIS,100,6.2,287.9,173.1,N,0
33.0632,-116.4739,324.3,1.3,1.1,2012-05-25,927,Aqua,MODIS,97,6.2,287.5,34.4,N,0
33.0529,-116.4735,338.9,1.3,1.1,2012-05-25,927,Aqua,MODIS,100,6.2,286.9,63.9,N,0
33.0398,-116.4496,321.9,1.3,1.1,2012-05-25,927,Aqua,MODIS,100,6.2,288.2,30.2,N,0
33.037,-116.4433,352.5,1.3,1.1,2012-05-25,1852,Terra,MODIS,95,6.2,306.7,79.4,D,0
33.0427,-116.4169,364.0,2.3,1.5,2012-05-25,2028,Aqua,MODIS,100,6.2,305.6,289.8,D,0
33.038,-116.4388,371.0,2.3,1.5,2012-05-25,2028,Aqua,MODIS,100,6.2,311.9,364.8,D,0
32.6403,-116.3188,381.1,1.0,1.0,2012-05-28,2059,Aqua,MODIS,100,6.2,319.5,136.9,D,0
38.2745,-121.7533,356.5,1.0,1.0,2012-06-01,1856,Terra,MODIS,98,6.2,311.0,67.5,D,0
38.276,-121.765,383.8,1.0,1.0,2012-06-01,1856,Terra,MODIS,100,6.2,314.9,165.2,D,0
38.2676,-121.7614,357.1,1.0,1.0,2012-06-01,1856,Terra,MODIS,98,6.2,311.4,68.6,D,0
33.1617,-115.4072,352.1,1.6,1.2,2012-06-01,2034,Aqua,MODIS,94,6.2,329.1,73.5,D,0
33.1725,-115.4101,351.9,1.6,1.2,2012-06-01,2034,Aqua,MODIS,93,6.2,330.1,70.5,D,0
36.1544,-118.496,327.6,1.0,1.0,2012-06-02,600,Terra,MODIS,100,6.2,288.4,27.8,N,0
36.144,-118.4856,362.9,1.2,1.1,2012-06-02,2118,Aqua,MODIS,100,6.2,307.1,111.1,D,0
36.1623,-118.4567,377.6,1.0,1.0,2012-06-03,1844,Terra,MODIS,100,6.2,309.1,134.1,D,0
36.155,-118.4698,383.2,1.0,1.0,2012-06-03,1844,Terra,MODIS,100,6.2,315.8,157.7,D,0
36.1478,-118.4835,394.6,3.2,1.7,2012-06-03,2023,Aqua,MODIS,100,6.2,306.4,1193.3,D,0
36.1456,-118.4897,372.6,3.2,1.7,2012-06-03,2023,Aqua,MODIS,100,6.2,303.6,659.0,D,0
36.1692,-118.4578,366.9,3.2,1.7,2012-06-03,2023,Aqua,MODIS,100,6.2,297.6,546.2,D,0
36.1562,-118.4481,403.5,3.2,1.7,2012-06-03,2023,Aqua,MODIS,100,6.2,305.5,1458.7,D,0
36.154,-118.455,412.5,3.2,1.7,2012-06-03,2023,Aqua,MODIS,100,6.2,306.5,1793.6,D,0
36.1677,-118.4543,320.9,1.2,1.1,2012-06-04,547,Terra,MODIS,100,6.2,289.6,24.7,N,0
36.1772,-118.4563,326.9,1.2,1.1,2012-06-04,547,Terra,MODIS,100,6.2,288.9,32.9,N,0
36.3443,-119.4193,319.6,1.0,1.0,2012-06-04,1003,Aqua,MODIS,99,6.2,290.5,19.8,N,0
36.1612,-118.4526,353.1,1.0,1.0,2012-06-04,2106,Aqua,MODIS,95,6.2,313.9,56.3,D,0
36.17,-118.4546,353.6,1.0,1.0,2012-06-04,2106,Aqua,MODIS,96,6.2,312.0,57.7,D,0
36.1805,-118.4455,363.8,1.0,1.0,2012-06-04,2106,Aqua,MODIS,100,6.2,302.2,84.7,D,0
36.1789,-118.4566,384.7,1.0,1.0,2012-06-04,2106,Aqua,MODIS,100,6.2,308.4,161.7,D,0
38.0919,-121.0788,341.2,1.3,1.1,2012-06-06,1915,Terra,MODIS,91,6.2,305.7,46.8,D,0
32.7063,-115.5486,352.2,1.3,1.1,2012-06-08,2040,Aqua,MODIS,94,6.2,313.4,72.8,D,0
32.7057,-115.5393,353.3,1.3,1.1,2012-06-08,2040,Aqua,MODIS,95,6.2,315.7,74.4,D,0
36.746,-120.3744,382.8,1.2,1.1,2012-06-09,2124,Aqua,MODIS,94,6.2,316.2,190.3,D,0
35.9773,-121.2916,350.6,1.6,1.3,2012-06-13,1921,Terra,MODIS,94,6.2,312.6,104.8,D,0
35.9918,-121.3063,356.4,1.6,1.3,2012-06-13,1921,Terra,MODIS,98,6.2,312.4,136.8,D,0
35.9808,-121.3094,348.5,1.6,1.3,2012-06-13,1921,Terra,MODIS,93,6.2,308.9,99.6,D,0
35.9702,-121.277,357.0,1.3,1.1,2012-06-13,2100,Aqua,MODIS,98,6.2,314.6,90.5,D,0
32.6378,-116.051,316.2,1.8,1.3,2012-06-15,528,Terra,MODIS,93,6.2,297.2,30.3,N,0
32.6451,-116.0583,317.9,1.8,1.3,2012-06-15,528,Terra,MODIS,96,6.2,296.4,33.2,N,0
35.9473,-121.2812,367.3,1.1,1.1,2012-06-15,1909,Terra,MODIS,100,6.2,313.1,112.3,D,0
35.9494,-121.2935,353.4,1.1,1.1,2012-06-15,1909,Terra,MODIS,96,6.2,310.3,67.7,D,0
39.9528,-122.1772,367.3,1.8,1.3,2012-06-15,2049,Aqua,MODIS,100,6.2,315.2,218.2,D,0
39.9477,-122.1822,372.9,1.8,1.3,2012-06-15,2049,Aqua,MODIS,100,6.2,316.3,263.3,D,0
